Randomized Pitch,Randomized Syllable
0.5960773374629695,1.5616363092149577
0.0788982718770585,2.205157456322413
0.3238376525886132,1.205785922983251
1.0136238704767153,2.16033954962559
0.619111076537757,2.1132527066081024
0.34193005292676826,0.6980093484148155
0.41036399838155735,2.16033954962559
-0.3314657265044988,1.4122402345713074
0.40225006532172536,1.774293118037752
-0.0784124127331122,1.771322653681334
0.1568248254662244,1.3555539234034837
0.17013704715029437,0.8087341462857638
-0.2357230973432829,0.8548341738810399
0.6394521746505131,2.468360277679545
0.0788982718770585,0.7364428468657267
0.0,1.5528435222958554
0.2357230973432829,0.8910264764363949
0.19728959889237174,1.9267711415239357
0.0788982718770585,2.310542305500474
