Randomized Pitch,Randomized Syllable
0.9792495819935556,2.1952119286005507
0.3150618498620001,2.533343507476646
0.5290677582123,1.2549828359900832
0.4188992834036033,1.1503493803760079
0.24376245090062398,3.1871835120773957
0.44388882708402255,0.4438888270840227
-1.1102230246251565e-16,0.7589506769460229
2.162391695417703,2.882013776498253
-0.21400590835029987,2.2801866788203435
0.22029890504753274,0.8627881104876255
-0.21400590835029987,3.1871835120773957
-0.22029890504753288,1.931516409798736
0.31863936396437514,0.8122178014999129
0.7196220810805501,2.765988254201276
-0.43072729929545756,-0.5353607549095332
-0.2104283942479247,2.882013776498253
0.43072729929545744,2.1952119286005507
-2.7755575615628914e-16,1.8137214263960955
0.3150618498620001,1.931516409798736
